Program,Category,CPT® Code,CPT® Code Description,"Commercial Prior
Authorization
Required?","Commercial Case Build
Platform",External Notation,source_file
Laboratory Management,Molecular Lab,0244U,"Oncology (solid organ), DNA, comprehensive genomic profiling, 257 genes, interrogation for single-nucleotide variants,
insertions/deletions, copy number alterations, gene rearrangements, tumor-mutational burden and microsatellite instability,
utilizing formalin-fixed paraffin-embedded tumor tissue",Yes,CareCore National,,Table_table_49.csv
Laboratory Management,Molecular Lab,0250U,"Oncology (solid organ neoplasm), targeted genomic sequence DNA analysis of 505 genes, interrogation for somatic
alterations (SNVs [single nucleotide variant], small insertions and deletions, one amplification, and four translocations),
microsatellite instability and tumor-mutation burden",Yes,CareCore National,,Table_table_49.csv
Other Services,"Experimental /
Investigational",Q4272,"Esano a, per square centimeter (add-on, list separately in addition to primary procedure)",Add On,CareCore National,,Table_table_5.csv
Other Services,"Experimental /
Investigational",Q4273,"Esano aaa, per square centimeter (add-on, list separately in addition to primary procedure)",Add On,CareCore National,,Table_table_5.csv
Other Services,"Experimental /
Investigational",Q4274,"Esano ac, per square centimeter (add-on, list separately in addition to primary procedure)",Add On,CareCore National,,Table_table_5.csv
Other Services,"Experimental /
Investigational",Q4275,"Esano aca, per square centimeter (add-on, list separately in addition to primary procedure)",Add On,CareCore National,,Table_table_5.csv
Other Services,"Experimental /
Investigational",0813T,"Esophagogastroduodenoscopy, flexible, transoral, with volume adjustment of intragastric bariatric balloon",Yes,CareCore National,,Table_table_5.csv
Other Services,"Experimental /
Investigational",43257,"Esophagogastroduodenoscopy, flexible, transoral; with delivery of thermal energy to the muscle of lower esophageal
sphincter and/or gastric cardia, for treatment of gastroesophageal reflux disease",Yes,CareCore National,,Table_table_5.csv
Other Services,"Experimental /
Investigational",43290,"Esophagogastroduodenoscopy, flexible, transoral; with deployment of intragastric bariatric balloon",Yes,CareCore National,,Table_table_5.csv
Other Services,"Experimental /
Investigational",43210,"Esophagogastroduodenoscopy, flexible, transoral; with esophagogastric fundoplasty, partial or complete, includes
duodenoscopy when performed",Yes,CareCore National,,Table_table_5.csv
Other Services,Potentially Cosmetic,96921,Excimer laser treatment for psoriasis; 250 sq cm to 500 sq cm,Yes,CareCore National,,Table_table_5.csv
Other Services,Potentially Cosmetic,96922,Excimer laser treatment for psoriasis; over 500 sq cm,Yes,CareCore National,,Table_table_5.csv
Other Services,Potentially Cosmetic,96920,Excimer laser treatment for psoriasis; total area less than 250 sq cm,Yes,CareCore National,,Table_table_5.csv
Other Services,Outpatient Surgery,21025,"Excision of bone (eg, for osteomyelitis or bone abscess); mandible",Yes,CareCore National,,Table_table_5.csv
Other Services,Potentially Cosmetic,15847,"Excision, excessive skin and subcutaneous tissue (includes lipectomy), abdomen (eg, abdominoplasty) (includes umbilical
transposition and fascial plication) (List separately in addition to code for primary procedure)",Add On,CareCore National,,Table_table_5.csv
Other Services,Potentially Cosmetic,15830,"Excision, excessive skin and subcutaneous tissue (includes lipectomy); abdomen, infraumbilical panniculectomy",Yes,CareCore National,,Table_table_5.csv
Other Services,Potentially Cosmetic,15836,"Excision, excessive skin and subcutaneous tissue (includes lipectomy); arm",Yes,CareCore National,,Table_table_5.csv
Other Services,Potentially Cosmetic,15835,"Excision, excessive skin and subcutaneous tissue (includes lipectomy); buttock",Yes,CareCore National,,Table_table_5.csv
Other Services,Potentially Cosmetic,15837,"Excision, excessive skin and subcutaneous tissue (includes lipectomy); forearm or hand",Yes,CareCore National,,Table_table_5.csv
Other Services,Potentially Cosmetic,15834,"Excision, excessive skin and subcutaneous tissue (includes lipectomy); hip",Yes,CareCore National,,Table_table_5.csv
Other Services,Potentially Cosmetic,15833,"Excision, excessive skin and subcutaneous tissue (includes lipectomy); leg",Yes,CareCore National,,Table_table_5.csv
Other Services,Potentially Cosmetic,15839,"Excision, excessive skin and subcutaneous tissue (includes lipectomy); other area",Yes,CareCore National,,Table_table_5.csv
Other Services,Potentially Cosmetic,15838,"Excision, excessive skin and subcutaneous tissue (includes lipectomy); submental fat pad",Yes,CareCore National,,Table_table_5.csv
Other Services,Potentially Cosmetic,15832,"Excision, excessive skin and subcutaneous tissue (includes lipectomy); thigh",Yes,CareCore National,,Table_table_5.csv
Other Services,Outpatient Surgery,G0166,"External counterpulsation, per treatment session",Yes,CareCore National,,Table_table_5.csv
Other Services,"Experimental /
Investigational",Q4128,"Flex hd, or allopatch hd, per square centimeter (add-on, list separately in addition to primary procedure)",Add On,CareCore National,,Table_table_5.csv
Other Services,"Experimental /
Investigational",C9734,"Focused ultrasound ablation/therapeutic intervention, other than uterine leiomyomata, with magnetic resonance (mr) guidance",Yes,CareCore National,,Table_table_5.csv
Other Services,Outpatient Surgery,0479T,"Fractional ablative laser fenestration of burn and traumatic scars for functional improvement; first 100 cm2 or part thereof, or
1% of body surface area of infants and children",Yes,CareCore National,,Table_table_5.csv
Other Services,Outpatient Surgery,0480T,"Fractional ablative laser fenestration of burn and traumatic scars for functional improvement; each additional 100 cm2, or
each additional 1% of body surface area of infants and children, or part thereof (List separately in addition to code for primary
procedure)",Add On,CareCore National,,Table_table_5.csv
Other Services,Outpatient Surgery,43888,"Gastric restrictive procedure, open; removal and replacement of subcutaneous port component only",Yes,CareCore National,,Table_table_5.csv
Other Services,Outpatient Surgery,43886,"Gastric restrictive procedure, open; revision of subcutaneous port component only",Yes,CareCore National,,Table_table_5.csv
Other Services,Potentially Cosmetic,21120,"Genioplasty; augmentation (autograft, allograft, prosthetic material)",Yes,CareCore National,,Table_table_5.csv
Other Services,Potentially Cosmetic,21122,"Genioplasty; sliding osteotomies, 2 or more osteotomies (eg, wedge excision or bone wedge reversal for asymmetrical chin)",Yes,CareCore National,,Table_table_5.csv
Other Services,Potentially Cosmetic,21121,"Genioplasty; sliding osteotomy, single piece",Yes,CareCore National,,Table_table_5.csv
Other Services,Potentially Cosmetic,21123,"Genioplasty; sliding, augmentation with interpositional bone grafts (includes obtaining autografts)",Yes,CareCore National,,Table_table_5.csv
Other Services,Outpatient Surgery,Q4132,"Grafix core and grafixpl core, per square centimeter (add-on, list separately in addition to primary procedure)",Add On,CareCore National,,Table_table_5.csv
Other Services,Outpatient Surgery,Q4392,"Grafix duo, per square centimeter (add-on, list separately in addition to primary procedure)",Add On,CareCore National,,Table_table_5.csv
Other Services,"Experimental /
Investigational",Q4133,"Grafix prime, grafixpl prime, stravix and stravixpl, per square centimeter (add-on, list separately in addition to primary
procedure)",Add On,CareCore National,,Table_table_5.csv
Other Services,Potentially Cosmetic,21215,"Graft, bone; mandible (includes obtaining graft)",Yes,CareCore National,,Table_table_5.csv
Other Services,Potentially Cosmetic,21210,"Graft, bone; nasal, maxillary or malar areas (includes obtaining graft)",Yes,CareCore National,,Table_table_5.csv
Other Services,Potentially Cosmetic,21235,"Graft; ear cartilage, autogenous, to nose or ear (includes obtaining graft)",Yes,CareCore National,,Table_table_5.csv
Other Services,Potentially Cosmetic,21230,"Graft; rib cartilage, autogenous, to face, chin, nose or ear (includes obtaining graft)",Yes,CareCore National,,Table_table_5.csv
Other Services,Potentially Cosmetic,15773,"Grafting of autologous fat harvested by liposuction technique to face, eyelids, mouth, neck, ears, orbits, genitalia, hands,
and/or feet; 25 cc or less injectate",Yes,CareCore National,,Table_table_5.csv
Other Services,Potentially Cosmetic,15774,"Grafting of autologous fat harvested by liposuction technique to face, eyelids, mouth, neck, ears, orbits, genitalia, hands,
and/or feet; each additional 25 cc injectate, or part thereof (List separately in addition to code for primary procedure)",Add On,CareCore National,,Table_table_5.csv
Other Services,Potentially Cosmetic,15771,"Grafting of autologous fat harvested by liposuction technique to trunk, breasts, scalp, arms, and/or legs; 50 cc or less
injectate",Yes,CareCore National,,Table_table_5.csv
Other Services,Potentially Cosmetic,15772,"Grafting of autologous fat harvested by liposuction technique to trunk, breasts, scalp, arms, and/or legs; each additional 50 cc
injectate, or part thereof (List separately in addition to code for primary procedure)",Add On,CareCore National,,Table_table_5.csv
Other Services,Potentially Cosmetic,15769,"Grafting of autologous soft tissue, other, harvested by direct excision (eg, fat, dermis, fascia)",Yes,CareCore National,,Table_table_5.csv
Other Services,"Experimental /
Investigational",Q4113,"Graftjacket xpress, injectable, 1 cc",Yes,CareCore National,,Table_table_5.csv
Other Services,Outpatient Surgery,28291,"Hallux rigidus correction with cheilectomy, debridement and capsular release of the first metatarsophalangeal joint; with
implant",Yes,CareCore National,,Table_table_5.csv
Other Services,"Experimental /
Investigational",15012,"Harvest of skin for skin cell suspension autograft; each additional 25 sq cm or part thereof (List separately in addition to code
for primary procedure)",Add On,CareCore National,,Table_table_5.csv
Laboratory Management,Molecular Lab,0334U,"Oncology (solid organ), targeted genomic sequence analysis, formalin-fixed paraffin-embedded (FFPE) tumor tissue, DNA
analysis, 84 or more genes, interrogation for sequence variants, gene copy number amplifications, gene rearrangements,
microsatellite instability and tumor mutational burden",Yes,CareCore National,,Table_table_50.csv
Laboratory Management,Molecular Lab,0379U,"Targeted genomic sequence analysis panel, solid organ neoplasm, DNA (523 genes) and RNA (55 genes) by next-generation
sequencing, interrogation for sequence variants, gene copy number amplifications, gene rearrangements, microsatellite
instability, and tumor mutational burden",Yes,CareCore National,,Table_table_50.csv
Laboratory Management,Molecular Lab,0444U,"Oncology (solid organ neoplasia), targeted genomic sequence analysis panel of 361 genes, interrogation for gene fusions,
translocations, or other rearrangements, using DNA from formalin-fixed paraffin-embedded (FFPE) tumor tissue, report of
clinically significant variant(s)",Yes,CareCore National,,Table_table_50.csv
Laboratory Management,Molecular Lab,81445,"Solid organ neoplasm, genomic sequence analysis panel, 5-50 genes, interrogation for sequence variants and copy number
variants or rearrangements, if performed; DNA analysis or combined DNA and RNA analysis",Yes,CareCore National,,Table_table_50.csv
Laboratory Management,Molecular Lab,81450,"Hematolymphoid neoplasm or disorder, genomic sequence analysis panel, 5-50 genes, interrogation for sequence variants,
and copy number variants or rearrangements, or isoform expression or mRNA expression levels, if performed; DNA analysis
or combined DNA and RNA analysis",Yes,CareCore National,,Table_table_50.csv
Other Services,"Experimental /
Investigational",15011,Harvest of skin for skin cell suspension autograft; first 25 sq cm or less,Yes,CareCore National,,Table_table_6.csv
Other Services,"Experimental /
Investigational",Q4164,"Helicoll, per square centimeter (add-on, list separately in addition to primary procedure)",Add On,CareCore National,,Table_table_6.csv
Other Services,Outpatient Surgery,21685,Hyoid myotomy and suspension,Yes,CareCore National,,Table_table_6.csv
Other Services,"Experimental /
Investigational",C2624,"Implantable wireless pulmonary artery pressure sensor with delivery catheter, including all system components",Yes,CareCore National,,Table_table_6.csv
Other Services,"Experimental /
Investigational",C1889,"Implantable/insertable device, not otherwise classified",Yes,CareCore National,,Table_table_6.csv
Other Services,Outpatient Surgery,15778,"Implantation of absorbable mesh or other prosthesis for delayed closure of defect(s) (ie, external genitalia, perineum,
abdominal wall) due to soft tissue infection or trauma",Yes,CareCore National,,Table_table_6.csv
Other Services,Potentially Cosmetic,15777,"Implantation of biologic implant (eg, acellular dermal matrix) for soft tissue reinforcement (ie, breast, trunk) (List separately in
addition to code for primary procedure)",Add On,CareCore National,,Table_table_6.csv
Other Services,"Experimental /
Investigational",65785,Implantation of intrastromal corneal ring segments,Yes,CareCore National,,Table_table_6.csv
Other Services,"Experimental /
Investigational",66683,"Implantation of iris prosthesis, including suture fixation and repair or removal of iris, when performed",Yes,CareCore National,,Table_table_6.csv
Other Services,Outpatient Surgery,43881,"Implantation or replacement of gastric neurostimulator electrodes, antrum, open",Yes,CareCore National,,Table_table_6.csv
Other Services,Outpatient Surgery,69716,"Implantation, osseointegrated implant, skull; with magnetic transcutaneous attachment to external speech processor, within
the mastoid and/or resulting in removal of less than 100 sq mm surface area of bone deep to the outer cranial cortex",Yes,CareCore National,,Table_table_6.csv
Other Services,Potentially Cosmetic,69714,"Implantation, osseointegrated implant, skull; with percutaneous attachment to external speech processor",Yes,CareCore National,,Table_table_6.csv
Other Services,Outpatient Surgery,21088,Impression and custom preparation; facial prosthesis,Yes,CareCore National,,Table_table_6.csv
Other Services,Outpatient Surgery,21085,Impression and custom preparation; oral surgical splint,Yes,CareCore National,,Table_table_6.csv
Other Services,"Experimental /
Investigational",0232T,"Injection(s), platelet rich plasma, any site, including image guidance, harvesting and preparation when performed",Yes,CareCore National,,Table_table_6.csv
Other Services,"Experimental /
Investigational",Q2026,"Injection, radiesse, 0.1 ml",Yes,CareCore National,,Table_table_6.csv
Other Services,Potentially Cosmetic,Q2028,"Injection, sculptra, 0.5 mg",Yes,CareCore National,,Table_table_6.csv
Other Services,Outpatient Surgery,0671T,"Insertion of anterior segment aqueous drainage device into the trabecular meshwork, without external reservoir, and without
concomitant cataract removal, one or more",Yes,CareCore National,,Table_table_6.csv
Other Services,Outpatient Surgery,66183,"Insertion of anterior segment aqueous drainage device, without extraocular reservoir, external approach",Yes,CareCore National,,Table_table_6.csv
Other Services,Outpatient Surgery,0449T,"Insertion of aqueous drainage device, without extraocular reservoir, internal approach, into the subconjunctival space; initial
device",Yes,CareCore National,,Table_table_6.csv
Other Services,Potentially Cosmetic,19340,"Insertion of breast implant on same day of mastectomy (ie, immediate)",Yes,CareCore National,,Table_table_6.csv
Other Services,"Experimental /
Investigational",C9727,Insertion of implants into the soft palate; minimum of three implants,Yes,CareCore National,,Table_table_6.csv
Other Services,Outpatient Surgery,54405,"Insertion of multi-component, inflatable penile prosthesis, including placement of pump, cylinders, and reservoir",Yes,CareCore National,,Table_table_6.csv
Other Services,Outpatient Surgery,54401,Insertion of penile prosthesis; inflatable (self-contained),Yes,CareCore National,,Table_table_6.csv
Other Services,Outpatient Surgery,54400,Insertion of penile prosthesis; non-inflatable (semi-rigid),Yes,CareCore National,,Table_table_6.csv
Other Services,Outpatient Surgery,61889,"Insertion of skull-mounted cranial neurostimulator pulse generator or receiver, including craniectomy or craniotomy, when
performed, with direct or inductive coupling, with connection to depth and/or cortical strip electrode array(s)",Yes,CareCore National,,Table_table_6.csv
Other Services,"Experimental /
Investigational",51721,"Insertion of transurethral ablation transducer for delivery of thermal ultrasound for prostate tissue ablation, including
suprapubic tube placement during the same session and placement of an endorectal cooling device, when performed",Yes,CareCore National,,Table_table_6.csv
Other Services,Potentially Cosmetic,19342,Insertion or replacement of breast implant on separate day from mastectomy,Yes,CareCore National,,Table_table_6.csv
Other Services,"Experimental /
Investigational",61886,"Insertion or replacement of cranial neurostimulator pulse generator or receiver, direct or inductive coupling; with connection to
2 or more electrode arrays",Yes,CareCore National,,Table_table_6.csv
Other Services,"Experimental /
Investigational",0968T,"Insertion or replacement of epicranial neurostimulator system, including electrode array and pulse generator, with connection
to electrode array",Yes,CareCore National,,Table_table_6.csv
Other Services,"Experimental /
Investigational",0571T,"Insertion or replacement of implantable cardioverter-defibrillator system with substernal electrode(s), including all imaging
guidance and electrophysiological evaluation (includes defibrillation threshold evaluation, induction of arrhythmia, evaluation
of sensing for arrhythmia termination, and programming or reprogramming of sensing or therapeutic parameters), when
performed",Yes,CareCore National,,Table_table_6.csv
Other Services,"Experimental /
Investigational",64590,"Insertion or replacement of peripheral, sacral, or gastric neurostimulator pulse generator or receiver, requiring pocket creation
and connection between electrode array and pulse generator or receiver",Yes,CareCore National,,Table_table_6.csv
Other Services,"Experimental /
Investigational",Q4114,"Integra flowable wound matrix, injectable, 1 cc",Yes,CareCore National,,Table_table_6.csv
Other Services,Outpatient Surgery,G0422,"Intensive cardiac rehabilitation; with or without continuous ecg monitoring with exercise, per session",Yes,CareCore National,,Table_table_6.csv
Other Services,Outpatient Surgery,G0423,"Intensive cardiac rehabilitation; with or without continuous ecg monitoring; without exercise, per session",Yes,CareCore National,,Table_table_6.csv
Other Services,Outpatient Surgery,21497,"Interdental wiring, for condition other than fracture",Yes,CareCore National,,Table_table_6.csv
Other Services,Outpatient Surgery,55980,Intersex surgery; female to male,Yes,CareCore National,,Table_table_6.csv
Other Services,Outpatient Surgery,55970,Intersex surgery; male to female,Yes,CareCore National,,Table_table_6.csv
Other Services,"Experimental /
Investigational",C1839,Iris prosthesis,Yes,CareCore National,,Table_table_6.csv
Other Services,"Experimental /
Investigational",65760,Keratomileusis,Yes,CareCore National,,Table_table_6.csv
Other Services,"Experimental /
Investigational",65710,Keratoplasty (corneal transplant); anterior lamellar,Yes,CareCore National,,Table_table_6.csv
Other Services,Outpatient Surgery,A2019,"Kerecis omega3 marigen shield, per square centimeter (add-on, list separately in addition to primary procedure)",Add On,CareCore National,,Table_table_6.csv
Other Services,Outpatient Surgery,Q4158,"Kerecis omega3, per square centimeter (add-on, list separately in addition to primary procedure)",Add On,CareCore National,,Table_table_6.csv
Other Services,"Experimental /
Investigational",43284,"Laparoscopy, surgical, esophageal sphincter augmentation procedure, placement of sphincter augmentation device (ie,
magnetic band), including cruroplasty when performed",Yes,CareCore National,,Table_table_7.csv
Other Services,Outpatient Surgery,43775,"Laparoscopy, surgical, gastric restrictive procedure; longitudinal gastrectomy (ie, sleeve gastrectomy)",Yes,CareCore National,,Table_table_7.csv
Other Services,Outpatient Surgery,43770,"Laparoscopy, surgical, gastric restrictive procedure; placement of adjustable gastric restrictive device (eg, gastric band and
subcutaneous port components)",Yes,CareCore National,,Table_table_7.csv
Other Services,Outpatient Surgery,43773,"Laparoscopy, surgical, gastric restrictive procedure; removal and replacement of adjustable gastric restrictive device
component only",Yes,CareCore National,,Table_table_7.csv
Other Services,Outpatient Surgery,43774,"Laparoscopy, surgical, gastric restrictive procedure; removal of adjustable gastric restrictive device and subcutaneous port
components",Yes,CareCore National,,Table_table_7.csv
Other Services,Outpatient Surgery,43772,"Laparoscopy, surgical, gastric restrictive procedure; removal of adjustable gastric restrictive device component only",Yes,CareCore National,,Table_table_7.csv
Other Services,Outpatient Surgery,43771,"Laparoscopy, surgical, gastric restrictive procedure; revision of adjustable gastric restrictive device component only",Yes,CareCore National,,Table_table_7.csv
Other Services,Outpatient Surgery,43644,"Laparoscopy, surgical, gastric restrictive procedure; with gastric bypass and Roux-en-Y gastroenterostomy (roux limb 150 cm
or less)",Yes,CareCore National,,Table_table_7.csv
Other Services,Outpatient Surgery,43645,"Laparoscopy, surgical, gastric restrictive procedure; with gastric bypass and small intestine reconstruction to limit absorption",Yes,CareCore National,,Table_table_7.csv
Other Services,Outpatient Surgery,61737,"Laser interstitial thermal therapy (LITT) of lesion, intracranial, including burr hole(s), with magnetic resonance imaging
guidance, when performed; multiple trajectories for multiple or complex lesion(s)",Yes,CareCore National,,Table_table_7.csv
Other Services,Outpatient Surgery,61736,"Laser interstitial thermal therapy (LITT) of lesion, intracranial, including burr hole(s), with magnetic resonance imaging
guidance, when performed; single trajectory for 1 simple lesion",Yes,CareCore National,,Table_table_7.csv
Other Services,"Experimental /
Investigational",0947T,"Magnetic resonance image guided low intensity focused ultrasound (MRgFUS), stereotactic blood-brain barrier disruption
using microbubble resonators to increase the concentration of blood-based biomarkers of target, intracranial, including
stereotactic navigation and frame placement, when performed",Yes,CareCore National,,Table_table_7.csv
Other Services,Potentially Cosmetic,21270,"Malar augmentation, prosthetic material",Yes,CareCore National,,Table_table_7.csv
Other Services,"Experimental /
Investigational",21073,"Manipulation of temporomandibular joint(s) (TMJ), therapeutic, requiring an anesthesia service (ie, general or monitored
anesthesia care)",Yes,CareCore National,,Table_table_7.csv
Other Services,Potentially Cosmetic,19300,Mastectomy for gynecomastia,Yes,CareCore National,,Table_table_7.csv
Other Services,Potentially Cosmetic,19316,Mastopexy,Yes,CareCore National,,Table_table_7.csv
Other Services,"Experimental /
Investigational",Q4118,"Matristem micromatrix, 1 mg",Yes,CareCore National,,Table_table_7.csv
Other Services,"Experimental /
Investigational",Q4345,"Matrix hd allograft dermis, per square centimeter (add-on, list separately in addition to primary procedure)",Add On,CareCore National,,Table_table_7.csv
Other Services,"Experimental /
Investigational",Q4126,"Memoderm, dermaspan, tranzgraft or integuply, per square centimeter (add-on, list separately in addition to primary
procedure)",Add On,CareCore National,,Table_table_7.csv
Other Services,Outpatient Surgery,21060,"Meniscectomy, partial or complete, temporomandibular joint",Yes,CareCore National,,Table_table_7.csv
Other Services,"Experimental /
Investigational",A2005,"Microlyte matrix, per square centimeter (add-on, list separately in addition to primary procedure)",Add On,CareCore National,,Table_table_7.csv
Other Services,"Experimental /
Investigational",C9353,"Microporous collagen implantable slit tube (neurawrap nerve protector), per centimeter length",Yes,CareCore National,,Table_table_7.csv
Other Services,"Experimental /
Investigational",C9352,"Microporous collagen implantable tube (neuragen nerve guide), per centimeter length",Yes,CareCore National,,Table_table_7.csv
Other Services,Outpatient Surgery,31298,"Nasal/sinus endoscopy, surgical, with dilation (eg, balloon dilation); frontal and sphenoid sinus ostia",Yes,CareCore National,,Table_table_7.csv
Other Services,Outpatient Surgery,31296,"Nasal/sinus endoscopy, surgical, with dilation (eg, balloon dilation); frontal sinus ostium",Yes,CareCore National,,Table_table_7.csv
Other Services,Outpatient Surgery,31295,"Nasal/sinus endoscopy, surgical, with dilation (eg, balloon dilation); maxillary sinus ostium, transnasal or via canine fossa",Yes,CareCore National,,Table_table_7.csv
Other Services,Outpatient Surgery,31297,"Nasal/sinus endoscopy, surgical, with dilation (eg, balloon dilation); sphenoid sinus ostium",Yes,CareCore National,,Table_table_7.csv
Other Services,Outpatient Surgery,69706,"Nasopharyngoscopy, surgical, with dilation of eustachian tube (ie, balloon dilation); bilateral",Yes,CareCore National,,Table_table_7.csv
Other Services,Outpatient Surgery,69705,"Nasopharyngoscopy, surgical, with dilation of eustachian tube (ie, balloon dilation); unilateral",Yes,CareCore National,,Table_table_7.csv
Other Services,"Experimental /
Investigational",Q4396,"Natalin, per square centimeter (add-on, list separately in addition to primary procedure)",Add On,CareCore National,,Table_table_7.csv
Other Services,"Experimental /
Investigational",A2021,"Neomatrix, per square centimeter (add-on, list separately in addition to primary procedure)",Add On,CareCore National,,Table_table_7.csv
Other Services,"Experimental /
Investigational",Q4267,"Neostim dl, per square centimeter (add-on, list separately in addition to primary procedure)",Add On,CareCore National,,Table_table_7.csv
Other Services,"Experimental /
Investigational",Q4266,"Neostim membrane, per square centimeter (add-on, list separately in addition to primary procedure)",Add On,CareCore National,,Table_table_7.csv
Other Services,"Experimental /
Investigational",Q4265,"Neostim tl, per square centimeter (add-on, list separately in addition to primary procedure)",Add On,CareCore National,,Table_table_7.csv
Other Services,"Experimental /
Investigational",Q4389,"Neothelium 4l+, per square centimeter (add-on, list separately in addition to primary procedure)",Add On,CareCore National,,Table_table_7.csv
Other Services,"Experimental /
Investigational",Q4388,"Neothelium 4l, per square centimeter (add-on, list separately in addition to primary procedure)",Add On,CareCore National,,Table_table_7.csv
Other Services,"Experimental /
Investigational",Q4156,"Neox 100 or clarix 100, per square centimeter (add-on, list separately in addition to primary procedure)",Add On,CareCore National,,Table_table_7.csv
Other Services,"Experimental /
Investigational",Q4148,"Neox cord 1k, neox cord rt, or clarix cord 1k, per square centimeter (add-on, list separately in addition to primary procedure)",Add On,CareCore National,,Table_table_7.csv
Other Services,"Experimental /
Investigational",Q4155,"Neoxflo or clarixflo, 1 mg",Yes,CareCore National,,Table_table_7.csv
Other Services,"Experimental /
Investigational",C9808,"Nerve cryoablation probe (e.g., cryoice, cryosphere, cryosphere max, cryoice cryosphere, cryoice cryo2), including probe and
all disposable system components, non-opioid medical device (must be a qualifying medicare non-opioid medical device for
post-surgical pain relief in accordance with section 4135 of the caa, 2023)",Yes,CareCore National,,Table_table_7.csv
Other Services,Potentially Cosmetic,19350,Nipple/areola reconstruction,Yes,CareCore National,,Table_table_7.csv
Other Services,"Experimental /
Investigational",Q4254,"Novafix dl, per square centimeter (add-on, list separately in addition to primary procedure)",Add On,CareCore National,,Table_table_8.csv
Other Services,"Experimental /
Investigational",Q4160,"Nushield, per square centimeter (add-on, list separately in addition to primary procedure)",Add On,CareCore National,,Table_table_8.csv
Other Services,"Experimental /
Investigational",Q4103,"Oasis burn matrix, per square centimeter (add-on, list separately in addition to primary procedure)",Add On,CareCore National,,Table_table_8.csv
Other Services,Outpatient Surgery,Q4124,"Oasis ultra tri-layer wound matrix, per square centimeter (add-on, list separately in addition to primary procedure)",Add On,CareCore National,,Table_table_8.csv
Other Services,Outpatient Surgery,Q4102,"Oasis wound matrix, per square centimeter (add-on, list separately in addition to primary procedure)",Add On,CareCore National,,Table_table_8.csv
Other Services,Outpatient Surgery,0908T,"Open implantation of integrated neurostimulation system, vagus nerve, including analysis and programming, when performed",Yes,CareCore National,,Table_table_8.csv
Other Services,"Experimental /
Investigational",Q4276,"Orion, per square centimeter (add-on, list separately in addition to primary procedure)",Add On,CareCore National,,Table_table_8.csv
Other Services,Potentially Cosmetic,21208,"Osteoplasty, facial bones; augmentation (autograft, allograft, or prosthetic implant)",Yes,CareCore National,,Table_table_8.csv
Other Services,Potentially Cosmetic,21209,"Osteoplasty, facial bones; reduction",Yes,CareCore National,,Table_table_8.csv
Other Services,Potentially Cosmetic,21198,"Osteotomy, mandible, segmental;",Yes,CareCore National,,Table_table_8.csv
Other Services,Potentially Cosmetic,21199,"Osteotomy, mandible, segmental; with genioglossus advancement",Yes,CareCore National,,Table_table_8.csv
Other Services,Potentially Cosmetic,21206,"Osteotomy, maxilla, segmental (eg, Wassmund or Schuchard)",Yes,CareCore National,,Table_table_8.csv
Other Services,Potentially Cosmetic,69300,"Otoplasty, protruding ear, with or without size reduction",Yes,CareCore National,,Table_table_8.csv
Other Services,Outpatient Surgery,42145,"Palatopharyngoplasty (eg, uvulopalatopharyngoplasty, uvulopharyngoplasty)",Yes,CareCore National,,Table_table_8.csv
Other Services,"Experimental /
Investigational",Q4173,"Palingen or palingen xplus, per square centimeter (add-on, list separately in addition to primary procedure)",Add On,CareCore National,,Table_table_8.csv
Other Services,"Experimental /
Investigational",Q4174,"Palingen or promatrx, 0.36 mg per 0.25 cc",Yes,CareCore National,,Table_table_8.csv
Other Services,"Experimental /
Investigational",0956T,"Partial craniectomy, channel creation, and tunneling of electrode for sub-scalp implantation of an electrode array, receiver,
and telemetry unit for continuous bilateral electroencephalography monitoring system, including imaging guidance",Yes,CareCore National,,Table_table_8.csv
Other Services,Outpatient Surgery,64553,Percutaneous implantation of neurostimulator electrode array; cranial nerve,Yes,CareCore National,,Table_table_8.csv
Other Services,Potentially Cosmetic,19371,"Peri-implant capsulectomy, breast, complete, including removal of all intracapsular contents",Yes,CareCore National,,Table_table_8.csv
Other Services,"Experimental /
Investigational",53451,"Periurethral transperineal adjustable balloon continence device; bilateral insertion, including cystourethroscopy and imaging
guidance",Yes,CareCore National,,Table_table_8.csv
Other Services,"Experimental /
Investigational",53452,"Periurethral transperineal adjustable balloon continence device; unilateral insertion, including cystourethroscopy and imaging
guidance",Yes,CareCore National,,Table_table_8.csv
Other Services,"Experimental /
Investigational",99183,"Physician or other qualified health care professional attendance and supervision of hyperbaric oxygen therapy, per session",Yes,CareCore National,,Table_table_8.csv
Other Services,"Experimental /
Investigational",C9364,"Porcine implant, permacol, per square centimeter",Yes,CareCore National,,Table_table_8.csv
Other Services,"Experimental /
Investigational",C8002,"Preparation of skin cell suspension autograft, automated, including all enzymatic processing and device components (do not
report with manual suspension preparation)",Yes,CareCore National,,Table_table_8.csv
Other Services,"Experimental /
Investigational",15014,"Preparation of skin cell suspension autograft, requiring enzymatic processing, manual mechanical disaggregation of skin
cells, and filtration; each additional 25 sq cm of harvested skin or part thereof (List separately in addition to code for primary
procedure)",Add On,CareCore National,,Table_table_8.csv
Other Services,"Experimental /
Investigational",15013,"Preparation of skin cell suspension autograft, requiring enzymatic processing, manual mechanical disaggregation of skin
cells, and filtration; first 25 sq cm or less of harvested skin",Yes,CareCore National,,Table_table_8.csv
Other Services,"Experimental /
Investigational",Q4222,"Progenamatrix, per square centimeter (add-on, list separately in addition to primary procedure)",Add On,CareCore National,,Table_table_8.csv
